,0
2998,8
2999,13
3000,10
3001,3
3002,9
3003,1
3004,12
3005,5
3006,14
3007,4
3008,1
3009,1
3010,2
3011,14
3012,3
3013,1
3014,2
3015,13
3016,14
3017,2
3018,1
3019,7
3020,4
3021,8
3022,8
3023,12
3024,9
3025,4
3026,3
3027,2
3028,8
3029,8
3030,8
3031,2
3032,1
3033,2
3034,10
3035,2
3036,7
3037,1
3038,3
3039,1
3040,1
3041,12
3042,0
3043,10
3044,3
3045,1
3046,3
3047,5
3048,8
3049,9
3050,1
3051,2
3052,3
3053,13
3054,1
3055,8
3056,8
3057,8
3058,8
3059,10
3060,9
3061,2
3062,10
3063,9
3064,3
3065,2
3066,2
3067,2
3068,2
3069,13
3070,8
3071,10
3072,8
3073,1
3074,8
3075,1
3076,12
3077,3
3078,10
3079,1
3080,10
3081,2
3082,1
3083,3
3084,8
3085,1
3086,1
3087,10
3088,14
3089,13
3090,9
3091,7
3092,12
3093,1
3094,3
3095,1
3096,3
3097,1
3098,2
3099,8
3100,3
3101,2
3102,8
3103,14
3104,1
3105,8
3106,8
3107,7
3108,1
3109,3
3110,12
3111,13
3112,7
3113,1
3114,2
3115,1
3116,10
3117,1
3118,6
3119,13
3120,12
3121,1
3122,7
3123,4
3124,14
3125,1
3126,12
3127,2
3128,7
3129,8
3130,2
3131,10
3132,10
3133,1
3134,1
3135,1
3136,12
3137,7
3138,13
3139,7
3140,13
3141,8
3142,12
3143,2
3144,8
3145,13
3146,1
3147,3
3148,12
3149,13
3150,10
3151,2
3152,3
3153,1
3154,8
3155,1
3156,1
3157,1
3158,1
3159,10
3160,1
3161,2
3162,1
3163,2
3164,8
3165,2
3166,1
3167,3
3168,10
3169,1
3170,10
3171,2
3172,8
3173,10
3174,14
3175,4
3176,3
3177,3
3178,2
3179,3
3180,1
3181,10
3182,10
3183,1
3184,2
3185,10
3186,10
3187,7
3188,12
3189,13
3190,1
3191,8
3192,8
3193,1
3194,2
3195,8
3196,2
3197,2
3198,3
3199,10
3200,2
3201,2
3202,8
3203,8
3204,8
3205,3
3206,4
3207,1
3208,10
3209,1
3210,1
3211,3
3212,12
3213,5
3214,8
3215,1
3216,2
3217,10
3218,8
3219,14
3220,0
3221,12
3222,13
3223,9
3224,10
3225,14
3226,14
3227,8
3228,8
3229,8
3230,12
3231,1
3232,4
3233,8
3234,3
3235,8
3236,7
3237,10
3238,12
3239,2
3240,9
3241,10
3242,2
3243,8
3244,8
3245,8
3246,1
3247,2
3248,2
3249,14
3250,12
3251,10
3252,7
3253,8
3254,3
3255,13
3256,8
3257,1
3258,9
3259,3
3260,8
3261,8
3262,8
3263,13
3264,2
3265,1
3266,2
3267,2
3268,13
3269,2
3270,10
3271,5
3272,8
3273,14
3274,1
3275,13
3276,8
3277,3
3278,8
3279,3
3280,8
3281,7
3282,3
3283,1
3284,13
3285,9
3286,10
3287,1
3288,12
3289,7
3290,8
3291,8
3292,7
3293,8
3294,1
3295,14
3296,12
3297,1
3298,13
3299,1
3300,1
3301,1
3302,2
3303,1
3304,10
3305,6
3306,12
3307,10
3308,13
3309,1
3310,10
3311,1
3312,2
3313,10
3314,8
3315,8
3316,10
3317,2
3318,8
3319,8
3320,2
3321,7
3322,2
3323,13
3324,12
3325,10
3326,10
3327,2
3328,1
3329,11
3330,8
3331,1
3332,8
3333,12
3334,1
3335,2
3336,13
3337,8
3338,8
3339,1
3340,5
3341,2
3342,8
3343,13
3344,2
3345,13
3346,13
3347,2
3348,1
3349,1
3350,2
3351,1
3352,1
3353,10
3354,1
3355,10
3356,1
3357,2
3358,1
3359,1
3360,2
3361,1
3362,1
3363,2
3364,8
3365,5
3366,1
3367,5
3368,12
3369,1
3370,12
3371,7
3372,12
3373,1
3374,0
3375,12
3376,5
3377,12
3378,8
3379,14
3380,5
3381,1
3382,1
3383,8
3384,10
3385,7
3386,1
3387,8
3388,7
3389,2
3390,8
3391,1
3392,8
3393,2
3394,1
3395,1
3396,3
3397,8
3398,2
3399,8
3400,2
3401,10
3402,7
3403,13
3404,2
3405,8
3406,1
3407,10
3408,2
3409,1
3410,1
3411,14
3412,1
3413,1
3414,1
3415,8
3416,5
3417,10
3418,3
3419,8
3420,7
3421,8
3422,1
3423,8
3424,7
3425,3
3426,2
3427,7
3428,7
3429,1
3430,10
3431,7
3432,13
3433,1
3434,1
3435,1
3436,8
3437,8
3438,3
3439,8
3440,8
3441,5
3442,1
3443,8
3444,8
3445,2
3446,10
3447,1
3448,1
3449,2
3450,1
3451,1
3452,2
3453,2
3454,5
3455,1
3456,11
3457,1
3458,1
3459,5
3460,1
3461,8
3462,1
3463,7
3464,12
3465,1
3466,14
3467,13
3468,2
3469,10
3470,2
3471,8
3472,8
3473,1
3474,13
3475,1
3476,7
3477,1
3478,10
3479,1
3480,1
3481,1
3482,1
3483,1
3484,12
3485,3
3486,12
3487,7
3488,11
3489,1
3490,8
3491,7
3492,1
3493,7
3494,10
3495,8
3496,8
3497,14
3498,3
3499,7
3500,1
3501,8
3502,1
3503,12
3504,10
3505,2
3506,10
3507,1
3508,3
3509,2
3510,1
3511,13
3512,1
3513,1
3514,8
3515,8
3516,10
3517,8
3518,10
3519,12
3520,8
3521,1
3522,2
3523,1
3524,13
3525,1
3526,4
3527,13
3528,1
3529,3
3530,3
3531,12
3532,10
3533,14
3534,12
3535,1
3536,1
3537,9
3538,1
3539,3
3540,2
3541,7
3542,2
3543,8
3544,12
3545,1
3546,2
3547,1
3548,12
3549,12
3550,8
3551,8
3552,8
3553,1
3554,10
3555,8
3556,1
3557,1
3558,3
3559,8
3560,1
3561,1
3562,2
3563,8
3564,8
3565,1
3566,8
3567,1
3568,10
3569,8
3570,1
3571,10
3572,10
3573,7
3574,1
3575,7
3576,8
3577,1
3578,5
3579,2
3580,1
3581,2
3582,5
3583,12
3584,5
3585,1
3586,10
3587,3
3588,7
3589,2
3590,1
3591,10
3592,5
3593,7
3594,1
3595,10
3596,2
3597,10
3598,13
3599,7
3600,9
3601,8
3602,1
3603,2
3604,11
3605,2
3606,10
3607,12
3608,1
3609,8
3610,1
3611,13
3612,1
3613,9
3614,1
3615,12
3616,8
3617,7
3618,1
3619,1
3620,9
3621,5
3622,13
3623,10
3624,3
3625,8
3626,10
3627,1
3628,8
3629,1
3630,10
3631,13
3632,8
3633,3
3634,2
3635,14
3636,2
3637,3
3638,1
3639,8
3640,10
3641,7
3642,8
3643,10
3644,13
3645,10
3646,10
3647,2
3648,9
3649,9
3650,8
3651,9
3652,8
3653,2
3654,2
3655,1
3656,13
3657,1
3658,1
3659,4
3660,10
3661,8
3662,5
3663,8
3664,1
3665,1
3666,12
3667,4
3668,12
3669,8
3670,2
3671,12
3672,1
3673,3
3674,1
3675,8
3676,1
3677,13
3678,13
3679,7
3680,14
3681,1
3682,13
3683,2
3684,10
3685,14
3686,14
3687,8
3688,8
3689,1
3690,8
3691,8
3692,13
3693,3
3694,8
3695,13
3696,2
3697,1
3698,11
3699,1
3700,1
3701,8
3702,8
3703,2
3704,8
3705,1
3706,8
3707,1
3708,5
3709,8
3710,1
3711,1
3712,12
3713,3
3714,1
3715,13
3716,13
3717,13
3718,1
3719,7
3720,10
3721,1
3722,13
3723,1
3724,6
3725,12
3726,2
3727,8
3728,10
3729,2
3730,10
3731,8
3732,3
3733,1
3734,5
3735,4
3736,8
3737,8
3738,10
3739,14
3740,2
3741,2
3742,5
3743,2
3744,13
3745,12
3746,1
3747,10
3748,1
3749,2
3750,8
3751,1
3752,1
3753,1
3754,13
3755,3
3756,10
3757,1
3758,2
3759,1
3760,1
3761,3
3762,2
3763,8
3764,2
3765,1
3766,5
3767,8
3768,13
3769,12
3770,9
3771,8
3772,1
3773,10
3774,10
3775,8
3776,10
3777,2
3778,1
3779,1
3780,2
3781,10
3782,13
3783,5
3784,10
3785,14
3786,0
3787,2
3788,1
3789,8
3790,8
3791,3
3792,4
3793,1
3794,3
3795,12
3796,1
3797,5
3798,1
3799,8
3800,2
3801,5
3802,8
3803,2
3804,1
3805,2
3806,2
3807,5
3808,12
3809,4
3810,10
3811,14
3812,8
3813,3
3814,1
3815,1
3816,2
3817,1
3818,7
3819,2
3820,13
3821,3
3822,1
3823,3
3824,2
3825,10
3826,8
3827,1
3828,3
3829,3
3830,8
3831,13
3832,2
3833,10
3834,13
3835,10
3836,5
3837,10
3838,13
3839,13
3840,12
3841,13
3842,2
3843,5
3844,8
3845,1
3846,10
3847,13
3848,1
3849,8
3850,13
3851,3
3852,13
3853,8
3854,3
3855,10
3856,10
3857,8
3858,13
3859,13
3860,8
3861,14
3862,1
3863,8
3864,5
3865,8
3866,10
3867,1
3868,1
3869,2
3870,2
3871,1
3872,9
3873,3
3874,1
3875,1
3876,10
3877,11
3878,2
3879,11
3880,13
3881,14
3882,14
3883,8
3884,7
3885,8
3886,3
3887,3
3888,1
3889,12
3890,2
3891,10
3892,1
3893,1
3894,7
3895,1
3896,1
3897,2
3898,8
3899,12
3900,1
3901,10
3902,7
3903,2
3904,1
3905,8
3906,8
3907,1
3908,7
3909,2
3910,8
3911,2
3912,10
3913,10
3914,8
3915,7
3916,11
3917,8
3918,1
3919,1
3920,8
3921,10
3922,8
3923,8
3924,1
3925,2
3926,1
3927,1
3928,1
3929,10
3930,3
3931,3
3932,13
3933,1
3934,8
3935,1
3936,14
3937,8
3938,1
3939,1
3940,8
3941,14
3942,10
3943,12
3944,13
3945,8
3946,5
3947,14
3948,2
3949,13
3950,8
3951,7
3952,10
3953,5
3954,13
3955,5
3956,10
3957,2
3958,2
3959,13
3960,2
3961,10
3962,1
3963,2
3964,1
3965,1
3966,9
3967,8
3968,1
3969,2
3970,1
3971,3
3972,8
3973,1
3974,1
3975,12
3976,8
3977,7
3978,8
3979,7
3980,2
3981,1
3982,2
3983,2
3984,8
3985,3
3986,13
3987,8
3988,2
3989,13
3990,13
3991,14
3992,7
3993,2
3994,8
3995,8
3996,10
3997,8
3998,8
3999,1
4000,1
4001,3
4002,1
4003,1
4004,7
4005,1
4006,12
4007,1
4008,14
4009,1
4010,13
4011,8
4012,2
4013,1
4014,1
4015,1
4016,13
4017,1
4018,14
4019,8
4020,12
4021,8
4022,8
4023,2
4024,2
4025,8
4026,2
4027,2
4028,7
4029,13
4030,7
4031,10
4032,8
4033,14
4034,12
4035,8
4036,8
4037,1
4038,1
4039,1
4040,8
4041,2
4042,12
4043,2
4044,13
4045,13
4046,1
4047,8
4048,2
4049,12
4050,8
4051,8
4052,10
4053,2
4054,13
4055,1
4056,4
4057,2
4058,10
4059,8
4060,8
4061,13
4062,8
4063,10
4064,8
4065,10
4066,1
4067,8
4068,10
4069,1
4070,1
4071,1
4072,10
4073,11
4074,1
4075,7
4076,8
4077,10
4078,2
4079,2
4080,14
4081,2
4082,3
4083,1
4084,1
4085,2
4086,10
4087,10
4088,13
4089,1
4090,1
4091,2
4092,13
4093,13
4094,1
4095,1
4096,12
4097,1
4098,1
4099,2
4100,8
4101,10
4102,1
4103,1
4104,10
4105,3
4106,1
4107,8
4108,7
4109,3
4110,3
4111,8
4112,1
4113,2
4114,8
4115,8
4116,8
4117,12
4118,4
4119,8
4120,7
4121,1
4122,8
4123,7
4124,10
4125,10
4126,13
4127,2
4128,7
4129,8
4130,1
4131,8
4132,8
4133,10
4134,1
4135,2
4136,12
4137,5
4138,2
4139,13
4140,8
4141,8
4142,3
4143,12
4144,3
4145,12
4146,13
4147,8
4148,7
4149,3
4150,9
4151,1
4152,8
4153,1
4154,2
4155,7
4156,13
4157,8
4158,3
4159,2
4160,12
4161,1
4162,1
4163,8
4164,8
4165,2
4166,2
4167,10
4168,14
4169,3
4170,2
4171,2
4172,8
4173,12
4174,8
4175,8
4176,1
4177,8
4178,12
4179,2
4180,3
4181,1
4182,8
4183,5
4184,2
4185,10
4186,8
4187,10
4188,10
4189,8
4190,2
4191,1
4192,3
4193,10
4194,12
4195,2
4196,10
4197,2
4198,1
4199,12
4200,7
4201,10
4202,1
4203,2
4204,3
4205,1
4206,8
4207,8
4208,1
4209,2
4210,8
4211,1
4212,1
4213,12
4214,8
4215,8
4216,1
4217,8
4218,8
4219,8
4220,1
4221,5
4222,2
4223,1
4224,1
4225,2
4226,2
4227,8
4228,7
4229,2
4230,14
4231,8
4232,10
4233,10
4234,8
4235,1
4236,8
4237,8
4238,1
4239,2
4240,1
4241,1
4242,2
4243,1
4244,8
4245,2
4246,10
4247,13
4248,1
4249,1
4250,1
4251,3
4252,2
4253,8
4254,13
4255,2
4256,14
4257,3
4258,1
4259,1
4260,9
4261,14
4262,13
4263,1
4264,1
4265,2
4266,1
4267,13
4268,2
4269,5
4270,3
4271,1
4272,1
4273,1
4274,3
4275,2
4276,14
4277,2
4278,10
4279,14
4280,2
4281,1
4282,3
4283,8
4284,7
4285,13
4286,14
4287,1
4288,1
4289,7
4290,8
4291,1
4292,8
4293,2
4294,1
4295,11
4296,13
4297,13
4298,5
4299,1
4300,13
4301,2
4302,13
4303,2
4304,1
4305,8
4306,10
4307,1
4308,1
4309,3
4310,8
4311,9
4312,6
4313,8
4314,8
4315,1
4316,8
4317,2
4318,13
4319,1
4320,2
4321,8
4322,1
4323,2
4324,3
4325,2
4326,13
4327,1
4328,14
4329,10
4330,13
4331,10
4332,2
4333,1
4334,8
4335,1
4336,9
4337,8
4338,1
4339,5
4340,1
4341,8
4342,14
4343,12
4344,10
4345,3
4346,1
4347,2
4348,8
4349,2
4350,1
4351,13
4352,12
4353,5
4354,5
4355,12
4356,1
4357,8
4358,5
4359,13
4360,8
4361,8
4362,8
4363,1
4364,1
4365,2
4366,14
4367,11
4368,2
4369,8
4370,1
4371,2
4372,13
4373,1
4374,8
4375,8
4376,14
4377,2
4378,1
4379,2
4380,8
4381,8
4382,13
4383,1
4384,10
4385,10
4386,8
4387,1
4388,2
4389,14
4390,14
4391,8
4392,8
4393,1
4394,8
4395,3
4396,1
4397,8
4398,1
4399,13
4400,13
4401,1
4402,13
4403,2
4404,8
4405,8
4406,7
4407,1
4408,1
4409,8
4410,1
4411,10
4412,13
4413,1
4414,8
4415,8
4416,13
4417,12
4418,1
4419,1
4420,3
4421,3
4422,2
4423,12
4424,1
4425,13
4426,2
4427,1
4428,8
4429,8
4430,8
4431,2
4432,14
4433,1
4434,1
4435,2
4436,1
4437,1
4438,2
4439,1
4440,3
4441,10
4442,1
4443,12
4444,8
4445,5
4446,10
4447,13
4448,7
4449,1
4450,12
4451,0
4452,13
4453,12
4454,13
4455,7
4456,8
4457,10
4458,7
4459,1
4460,11
4461,13
4462,8
4463,8
4464,14
4465,7
4466,1
4467,1
4468,2
4469,2
4470,1
4471,13
4472,1
4473,1
4474,8
4475,1
4476,1
4477,13
4478,2
4479,1
4480,1
4481,13
4482,1
4483,1
4484,8
4485,13
4486,2
4487,1
4488,10
4489,9
4490,12
4491,8
4492,8
4493,1
4494,14
4495,14
4496,1
4497,1
4498,9
4499,10
4500,2
4501,12
4502,13
4503,12
4504,10
4505,3
4506,2
4507,14
4508,8
4509,1
4510,1
4511,10
4512,3
4513,7
4514,7
4515,14
4516,1
4517,1
4518,5
4519,2
4520,1
4521,1
4522,1
4523,13
4524,13
4525,8
4526,7
4527,13
4528,8
4529,8
4530,2
4531,8
4532,1
4533,10
4534,8
4535,1
4536,9
4537,12
4538,12
4539,2
4540,2
4541,10
4542,5
4543,1
4544,8
4545,8
4546,13
4547,6
4548,2
4549,8
4550,10
4551,9
4552,10
4553,7
4554,1
4555,8
4556,8
4557,14
4558,3
4559,12
4560,3
4561,1
4562,12
4563,13
4564,8
4565,1
4566,2
4567,13
4568,8
4569,1
4570,7
4571,8
4572,8
4573,8
4574,1
4575,3
4576,8
4577,14
4578,8
4579,2
4580,13
4581,8
4582,3
4583,8
4584,2
4585,13
4586,8
4587,2
4588,14
4589,1
4590,7
4591,3
4592,2
4593,8
4594,11
4595,8
4596,13
4597,1
4598,13
4599,8
4600,1
4601,3
4602,3
4603,1
4604,8
4605,8
4606,1
4607,1
4608,8
4609,10
4610,4
4611,10
4612,8
4613,8
4614,8
4615,8
4616,13
4617,8
4618,1
4619,8
4620,2
4621,3
4622,1
4623,13
4624,1
4625,10
4626,5
4627,1
4628,2
4629,1
4630,1
4631,13
4632,1
4633,8
4634,13
4635,3
4636,1
4637,5
4638,3
4639,1
4640,1
4641,8
4642,14
4643,8
4644,8
4645,11
4646,8
4647,1
4648,13
4649,8
4650,3
4651,8
4652,10
4653,14
4654,8
4655,11
4656,3
4657,5
4658,1
4659,7
4660,2
4661,2
4662,10
4663,10
4664,3
4665,1
4666,7
4667,1
4668,8
4669,8
4670,8
4671,3
4672,8
4673,7
4674,14
4675,14
4676,2
4677,2
4678,1
4679,12
4680,6
4681,8
4682,10
4683,10
4684,8
4685,1
4686,3
4687,8
4688,13
4689,2
4690,7
4691,13
4692,12
4693,14
4694,5
4695,8
4696,2
4697,10
4698,1
4699,1
4700,8
4701,10
4702,2
4703,1
4704,1
4705,12
4706,7
4707,8
4708,5
4709,12
4710,1
4711,8
4712,10
4713,2
4714,7
4715,2
4716,1
4717,1
4718,5
4719,2
4720,7
4721,8
4722,7
4723,5
4724,8
4725,8
4726,5
4727,8
4728,8
4729,1
4730,3
4731,9
4732,2
4733,2
4734,2
4735,7
4736,1
4737,13
4738,2
4739,12
4740,8
4741,12
4742,1
4743,2
4744,8
4745,8
4746,1
4747,1
4748,8
4749,8
4750,2
4751,8
4752,2
4753,2
4754,2
4755,1
4756,1
4757,12
4758,3
4759,8
4760,1
4761,1
4762,1
4763,1
4764,1
4765,8
4766,3
4767,8
4768,1
4769,7
4770,12
4771,2
4772,8
4773,14
4774,2
4775,1
4776,7
4777,3
4778,8
4779,8
4780,8
4781,1
4782,7
4783,14
4784,14
4785,2
4786,12
4787,3
4788,1
4789,8
4790,14
4791,1
4792,14
4793,1
4794,2
4795,1
4796,6
4797,2
4798,12
4799,13
4800,1
4801,6
4802,14
4803,3
4804,1
4805,10
4806,3
4807,4
4808,1
4809,2
4810,1
4811,3
4812,1
4813,2
4814,4
4815,3
4816,3
4817,13
4818,2
4819,8
4820,8
4821,7
4822,13
4823,10
4824,2
4825,14
4826,1
4827,1
4828,1
4829,10
4830,7
4831,6
4832,3
4833,14
4834,7
4835,6
4836,1
4837,14
4838,14
4839,2
4840,10
4841,13
4842,1
4843,8
4844,12
4845,13
4846,1
4847,8
4848,10
4849,1
4850,8
4851,13
4852,8
4853,3
4854,8
4855,8
4856,3
4857,8
4858,8
4859,0
4860,1
4861,2
4862,12
4863,3
4864,1
4865,3
4866,1
4867,2
4868,2
4869,4
4870,13
4871,12
4872,8
4873,5
4874,12
4875,2
4876,1
4877,2
4878,7
4879,12
4880,8
4881,12
4882,10
4883,14
4884,1
4885,12
4886,8
4887,14
4888,3
4889,12
4890,14
4891,1
4892,2
4893,1
4894,12
4895,1
4896,8
4897,8
4898,1
4899,6
4900,14
4901,8
4902,1
4903,12
4904,2
4905,13
4906,2
4907,4
4908,5
4909,8
4910,10
4911,7
4912,8
4913,7
4914,10
4915,13
4916,1
4917,8
4918,8
4919,8
4920,1
4921,8
4922,2
4923,12
4924,7
4925,7
4926,12
4927,1
4928,5
4929,12
4930,3
4931,2
4932,2
4933,14
4934,1
4935,12
4936,1
4937,3
4938,1
4939,2
4940,7
4941,0
4942,7
4943,13
4944,1
4945,8
4946,13
4947,5
4948,12
4949,8
4950,13
4951,13
4952,14
4953,14
4954,12
4955,11
4956,13
4957,8
4958,9
4959,1
4960,1
4961,2
4962,3
4963,1
4964,2
4965,8
4966,8
4967,10
4968,10
4969,2
4970,14
4971,8
4972,7
4973,8
4974,10
4975,7
4976,12
4977,8
4978,1
4979,8
4980,2
4981,1
4982,3
4983,8
4984,1
4985,8
4986,8
4987,5
4988,10
4989,8
4990,1
4991,1
4992,7
4993,1
4994,1
4995,1
4996,12
4997,1
4998,8
4999,8
5000,1
5001,8
5002,6
5003,8
5004,8
5005,8
5006,8
5007,8
5008,1
5009,7
5010,2
5011,3
5012,12
5013,1
5014,13
5015,2
5016,12
5017,1
5018,7
5019,14
5020,1
5021,14
5022,1
5023,1
5024,12
5025,8
5026,12
5027,8
5028,8
5029,3
5030,8
5031,8
5032,7
5033,1
5034,8
5035,4
5036,8
5037,8
5038,8
5039,9
5040,8
5041,12
5042,1
5043,1
5044,13
5045,8
5046,13
5047,4
5048,13
5049,8
5050,8
5051,8
5052,2
5053,2
5054,12
5055,14
5056,13
5057,13
5058,7
5059,1
5060,3
5061,1
5062,7
5063,8
5064,12
5065,1
5066,3
5067,3
5068,14
5069,0
5070,7
5071,1
5072,14
5073,14
5074,2
5075,2
5076,8
5077,8
5078,8
5079,3
5080,1
5081,1
5082,1
5083,3
5084,1
5085,12
5086,1
5087,3
5088,2
5089,2
5090,8
5091,8
5092,8
5093,12
5094,8
5095,13
5096,1
5097,7
5098,13
5099,2
5100,10
5101,14
5102,14
5103,14
5104,8
5105,7
5106,2
5107,2
5108,8
5109,7
5110,3
5111,14
5112,8
5113,8
5114,3
5115,2
5116,8
5117,8
5118,14
5119,1
5120,8
5121,8
5122,13
5123,2
5124,7
5125,12
5126,3
5127,8
5128,0
5129,12
5130,2
5131,7
5132,1
5133,8
5134,12
5135,1
5136,7
5137,8
5138,1
5139,14
5140,3
5141,12
5142,12
5143,9
5144,13
5145,8
5146,8
5147,8
5148,8
5149,8
5150,1
5151,3
5152,1
5153,1
5154,3
5155,12
5156,14
5157,2
5158,1
5159,13
5160,1
5161,8
5162,8
5163,10
5164,13
5165,13
5166,14
5167,13
5168,8
5169,10
5170,1
5171,8
5172,3
5173,8
5174,1
5175,8
5176,10
5177,13
5178,1
5179,2
5180,1
5181,3
5182,12
5183,3
5184,1
5185,1
5186,2
5187,12
5188,14
5189,8
5190,8
5191,3
5192,2
5193,8
5194,13
5195,8
5196,14
5197,3
5198,1
5199,8
5200,8
5201,8
5202,2
5203,7
5204,7
5205,8
5206,4
5207,2
5208,6
5209,1
5210,8
5211,8
5212,8
5213,8
5214,1
5215,2
5216,8
5217,7
5218,1
5219,7
5220,3
5221,7
5222,8
5223,14
5224,1
5225,7
5226,1
5227,14
5228,10
5229,3
5230,8
5231,3
5232,9
5233,10
5234,13
5235,12
5236,2
5237,8
5238,13
5239,1
5240,13
5241,1
5242,7
5243,2
5244,2
5245,9
5246,12
5247,8
5248,13
5249,8
5250,5
5251,13
5252,12
5253,1
5254,8
5255,12
5256,1
5257,8
5258,8
5259,3
5260,14
5261,1
5262,8
5263,12
5264,12
5265,3
5266,8
5267,1
5268,4
5269,1
5270,8
5271,1
5272,13
5273,1
5274,1
5275,3
5276,8
5277,14
5278,14
5279,13
5280,1
5281,9
5282,2
5283,8
5284,14
5285,14
5286,12
5287,0
5288,14
5289,12
5290,1
5291,8
5292,3
5293,12
5294,8
5295,12
5296,1
5297,2
5298,3
5299,1
5300,2
5301,8
5302,8
5303,14
5304,3
5305,8
5306,12
5307,14
5308,8
5309,8
5310,0
5311,13
5312,8
5313,8
5314,6
5315,8
5316,8
5317,12
5318,12
5319,8
5320,8
5321,13
5322,1
5323,3
5324,8
5325,14
5326,14
5327,1
5328,7
5329,14
5330,10
5331,14
5332,8
5333,1
5334,8
5335,3
5336,12
5337,5
5338,10
5339,8
5340,14
5341,14
5342,13
5343,14
5344,8
5345,14
5346,8
5347,13
5348,3
5349,13
5350,14
5351,8
5352,14
5353,7
5354,14
5355,14
5356,12
5357,13
5358,3
5359,1
5360,4
5361,1
5362,14
5363,7
5364,8
5365,1
5366,1
5367,3
5368,1
5369,6
5370,13
5371,3
5372,13
5373,6
5374,1
5375,3
5376,12
5377,8
5378,13
5379,14
5380,5
5381,9
5382,9
5383,1
5384,8
5385,1
5386,8
5387,14
5388,14
5389,12
5390,10
5391,14
5392,1
5393,3
5394,14
5395,13
5396,3
5397,12
5398,8
5399,1
5400,8
5401,1
5402,14
5403,1
5404,12
5405,7
5406,12
5407,7
5408,8
5409,1
5410,13
5411,1
5412,8
5413,14
5414,7
5415,8
5416,12
5417,8
5418,14
5419,8
5420,14
5421,8
5422,8
5423,7
5424,2
5425,1
5426,0
5427,8
5428,8
5429,14
5430,7
5431,8
5432,2
5433,14
5434,13
5435,8
5436,14
5437,1
5438,13
5439,3
5440,14
5441,1
5442,8
5443,2
5444,2
5445,2
5446,3
5447,14
5448,14
5449,8
5450,3
5451,3
5452,3
5453,1
5454,3
5455,8
5456,14
5457,14
5458,12
5459,14
5460,8
5461,1
5462,8
5463,13
5464,14
5465,14
5466,1
5467,14
5468,7
5469,7
5470,7
5471,14
5472,8
5473,1
5474,3
5475,14
5476,7
5477,2
5478,1
5479,8
5480,1
5481,14
5482,13
5483,14
5484,1
5485,8
5486,14
5487,14
5488,13
5489,14
5490,1
5491,6
5492,0
5493,14
5494,14
5495,9
5496,0
5497,14
5498,1
5499,1
5500,1
5501,1
5502,1
5503,12
5504,7
5505,10
5506,12
5507,1
5508,1
5509,1
5510,1
5511,1
5512,1
5513,1
5514,13
5515,12
5516,1
5517,1
5518,1
5519,1
5520,1
5521,1
5522,2
5523,7
5524,1
5525,1
5526,2
5527,12
5528,12
5529,7
5530,1
5531,12
5532,10
5533,12
5534,1
5535,7
5536,1
5537,1
5538,3
5539,1
5540,12
5541,1
5542,1
5543,1
5544,10
5545,3
5546,1
5547,1
5548,1
5549,13
5550,2
5551,12
5552,1
5553,1
5554,1
5555,2
5556,7
5557,7
5558,10
5559,12
5560,1
5561,1
5562,1
5563,7
5564,7
5565,1
5566,1
5567,1
5568,1
5569,1
5570,3
5571,10
5572,1
5573,13
5574,10
5575,1
5576,1
5577,2
5578,10
5579,12
5580,12
5581,1
5582,1
5583,1
5584,1
5585,13
5586,2
5587,1
5588,10
5589,1
5590,1
5591,1
5592,1
5593,12
5594,1
5595,3
5596,1
5597,1
5598,1
5599,1
5600,1
5601,1
5602,1
5603,1
5604,1
5605,12
5606,12
5607,10
5608,1
5609,2
5610,1
5611,7
5612,12
5613,1
5614,1
5615,1
5616,1
5617,1
5618,10
5619,13
5620,1
5621,1
5622,3
5623,1
5624,1
5625,1
5626,1
5627,12
5628,1
5629,10
5630,12
5631,7
5632,1
5633,1
5634,1
5635,1
5636,7
5637,12
5638,1
5639,10
5640,1
5641,1
5642,2
5643,7
5644,12
5645,1
5646,7
5647,2
5648,1
5649,1
5650,2
5651,8
5652,10
5653,12
5654,2
5655,1
5656,1
5657,13
5658,1
5659,10
5660,1
5661,1
5662,1
5663,10
5664,1
5665,1
5666,1
5667,1
5668,12
5669,1
5670,7
5671,1
5672,3
5673,12
5674,12
5675,13
5676,2
5677,1
5678,10
5679,1
5680,10
5681,7
5682,12
5683,10
5684,1
5685,1
5686,1
5687,1
5688,3
5689,12
5690,13
5691,1
5692,1
5693,1
5694,1
5695,2
5696,13
5697,1
5698,12
5699,1
5700,2
5701,7
5702,7
5703,10
5704,1
5705,1
5706,7
5707,1
5708,2
5709,12
5710,1
5711,12
5712,1
5713,3
5714,12
5715,3
5716,3
5717,12
5718,5
5719,1
5720,2
5721,3
5722,12
5723,0
5724,1
5725,2
5726,10
5727,12
5728,13
5729,12
5730,10
5731,3
5732,1
5733,12
5734,7
5735,1
5736,12
5737,1
5738,10
5739,1
5740,1
5741,12
5742,12
5743,1
5744,1
5745,12
5746,2
5747,12
5748,1
5749,3
5750,1
5751,7
5752,1
5753,13
5754,1
5755,12
5756,2
5757,2
5758,12
5759,1
5760,10
5761,2
5762,1
5763,7
5764,1
5765,2
5766,1
5767,1
5768,7
5769,1
5770,12
5771,1
5772,12
5773,2
5774,5
5775,1
5776,1
5777,2
5778,1
5779,9
5780,2
5781,5
5782,10
5783,1
5784,12
5785,14
5786,1
5787,12
5788,12
5789,9
5790,14
5791,14
5792,14
5793,14
5794,14
5795,7
5796,9
